County,FIPS,VTD,cntyvtd,vtdkeyvalue,Office,Name,Party,Incumbent,Votes
Bexar,29,2051,292051,463,State Rep 123,Gary,L,N,1
Bexar,29,2052,292052,464,State Rep 123,Gary,L,N,0
Bexar,29,2053,292053,465,State Rep 123,Gary,L,N,0
Bexar,29,2054,292054,466,State Rep 123,Gary,L,N,0
Bexar,29,2055,292055,467,State Rep 123,Gary,L,N,0
Bexar,29,2056,292056,468,State Rep 123,Gary,L,N,0
Bexar,29,2057,292057,469,State Rep 123,Gary,L,N,2
Bexar,29,2058,292058,470,State Rep 123,Gary,L,N,0
Bexar,29,2059,292059,471,State Rep 123,Gary,L,N,0
Bexar,29,2062,292062,474,State Rep 123,Gary,L,N,0
Bexar,29,2064,292064,476,State Rep 123,Gary,L,N,3
Bexar,29,2067,292067,480,State Rep 123,Gary,L,N,0
Bexar,29,2070,292070,483,State Rep 123,Gary,L,N,0
Bexar,29,2073,292073,486,State Rep 123,Gary,L,N,0
Bexar,29,2080,292080,493,State Rep 123,Gary,L,N,1
Bexar,29,2082,292082,495,State Rep 123,Gary,L,N,3
Bexar,29,2085,292085,498,State Rep 123,Gary,L,N,1
Bexar,29,2092,292092,505,State Rep 123,Gary,L,N,1
Bexar,29,2094,292094,507,State Rep 123,Gary,L,N,0
Bexar,29,2100,292100,513,State Rep 123,Gary,L,N,1
Bexar,29,2104,292104,517,State Rep 123,Gary,L,N,0
Bexar,29,2109,292109,522,State Rep 123,Gary,L,N,0
Bexar,29,2114,292114,527,State Rep 123,Gary,L,N,3
Bexar,29,2116,292116,529,State Rep 123,Gary,L,N,0
Bexar,29,2117,292117,530,State Rep 123,Gary,L,N,0
Bexar,29,2121,292121,534,State Rep 123,Gary,L,N,0
Bexar,29,2129,292129,542,State Rep 123,Gary,L,N,0
Bexar,29,2131,292131,544,State Rep 123,Gary,L,N,0
Bexar,29,2132,292132,545,State Rep 123,Gary,L,N,0
Bexar,29,2135,292135,548,State Rep 123,Gary,L,N,1
Bexar,29,2137,292137,550,State Rep 123,Gary,L,N,0
Bexar,29,2138,292138,551,State Rep 123,Gary,L,N,0
Bexar,29,2144,292144,557,State Rep 123,Gary,L,N,3
Bexar,29,2146,292146,559,State Rep 123,Gary,L,N,0
Bexar,29,2150,292150,563,State Rep 123,Gary,L,N,0
Bexar,29,2152,292152,565,State Rep 123,Gary,L,N,0
Bexar,29,2155,292155,568,State Rep 123,Gary,L,N,0
Bexar,29,3006,293006,610,State Rep 123,Gary,L,N,10
Bexar,29,3011,293011,615,State Rep 123,Gary,L,N,2
Bexar,29,3013,293013,617,State Rep 123,Gary,L,N,10
Bexar,29,3014,293014,618,State Rep 123,Gary,L,N,4
Bexar,29,3015,293015,619,State Rep 123,Gary,L,N,5
Bexar,29,3024,293024,628,State Rep 123,Gary,L,N,0
Bexar,29,3031,293031,635,State Rep 123,Gary,L,N,0
Bexar,29,3038,293038,642,State Rep 123,Gary,L,N,2
Bexar,29,3041,293041,645,State Rep 123,Gary,L,N,3
Bexar,29,3054,293054,658,State Rep 123,Gary,L,N,0
Bexar,29,3064,293064,668,State Rep 123,Gary,L,N,0
Bexar,29,3066,293066,670,State Rep 123,Gary,L,N,4
Bexar,29,3067,293067,671,State Rep 123,Gary,L,N,4
Bexar,29,3068,293068,672,State Rep 123,Gary,L,N,1
Bexar,29,3069,293069,673,State Rep 123,Gary,L,N,4
Bexar,29,3071,293071,675,State Rep 123,Gary,L,N,6
Bexar,29,3111,293111,715,State Rep 123,Gary,L,N,0
Bexar,29,3113,293113,717,State Rep 123,Gary,L,N,1
Bexar,29,3132,293132,736,State Rep 123,Gary,L,N,0
Bexar,29,3133,293133,737,State Rep 123,Gary,L,N,0
Bexar,29,3140,293140,746,State Rep 123,Gary,L,N,0
Bexar,29,3147,293147,753,State Rep 123,Gary,L,N,1
Bexar,29,3161,293161,767,State Rep 123,Gary,L,N,1
Bexar,29,3166,293166,772,State Rep 123,Gary,L,N,0
Bexar,29,3167,293167,773,State Rep 123,Gary,L,N,0
Bexar,29,3171,293171,777,State Rep 123,Gary,L,N,0
Bexar,29,3175,293175,781,State Rep 123,Gary,L,N,1
Bexar,29,3182,293182,788,State Rep 123,Gary,L,N,0
Bexar,29,3204,293204,810,State Rep 123,Gary,L,N,0
Bexar,29,4001,294001,812,State Rep 123,Gary,L,N,0
Bexar,29,4002,294002,813,State Rep 123,Gary,L,N,0
Bexar,29,4006,294006,817,State Rep 123,Gary,L,N,0
Bexar,29,4007,294007,818,State Rep 123,Gary,L,N,0
Bexar,29,4014,294014,825,State Rep 123,Gary,L,N,0
Bexar,29,4015,294015,826,State Rep 123,Gary,L,N,1
Bexar,29,4017,294017,828,State Rep 123,Gary,L,N,3
Bexar,29,4018,294018,829,State Rep 123,Gary,L,N,0
Bexar,29,4075,294075,886,State Rep 123,Gary,L,N,0
Bexar,29,4128,294128,939,State Rep 123,Gary,L,N,0
Bexar,29,4155,294155,966,State Rep 123,Gary,L,N,2
Bexar,29,4157,294157,968,State Rep 123,Gary,L,N,2
Bexar,29,4211,294211,1022,State Rep 123,Gary,L,N,0
Bexar,29,4217,294217,1028,State Rep 123,Gary,L,N,0
Bexar,29,4228,294228,1039,State Rep 123,Gary,L,N,0
Bexar,29,1001,291001,251,State Rep 123,Ingmundson,G,N,0
Bexar,29,1003,291003,253,State Rep 123,Ingmundson,G,N,2
Bexar,29,1008,291008,258,State Rep 123,Ingmundson,G,N,2
Bexar,29,1010,291010,260,State Rep 123,Ingmundson,G,N,0
Bexar,29,1098,291098,348,State Rep 123,Ingmundson,G,N,0
Bexar,29,1126,291126,377,State Rep 123,Ingmundson,G,N,0
Bexar,29,2001,292001,413,State Rep 123,Ingmundson,G,N,0
Bexar,29,2002,292002,414,State Rep 123,Ingmundson,G,N,0
Bexar,29,2010,292010,422,State Rep 123,Ingmundson,G,N,1
Bexar,29,2018,292018,430,State Rep 123,Ingmundson,G,N,0
Bexar,29,2031,292031,443,State Rep 123,Ingmundson,G,N,0
Bexar,29,2033,292033,445,State Rep 123,Ingmundson,G,N,1
Bexar,29,2034,292034,446,State Rep 123,Ingmundson,G,N,2
Bexar,29,2035,292035,447,State Rep 123,Ingmundson,G,N,0
Bexar,29,2036,292036,448,State Rep 123,Ingmundson,G,N,2
Bexar,29,2038,292038,450,State Rep 123,Ingmundson,G,N,1
Bexar,29,2039,292039,451,State Rep 123,Ingmundson,G,N,3
Bexar,29,2051,292051,463,State Rep 123,Ingmundson,G,N,1
Bexar,29,2052,292052,464,State Rep 123,Ingmundson,G,N,0
Bexar,29,2053,292053,465,State Rep 123,Ingmundson,G,N,0
Bexar,29,2054,292054,466,State Rep 123,Ingmundson,G,N,5
Bexar,29,2055,292055,467,State Rep 123,Ingmundson,G,N,4
Bexar,29,2056,292056,468,State Rep 123,Ingmundson,G,N,1
Bexar,29,2057,292057,469,State Rep 123,Ingmundson,G,N,3
Bexar,29,2058,292058,470,State Rep 123,Ingmundson,G,N,1
Bexar,29,2059,292059,471,State Rep 123,Ingmundson,G,N,0
Bexar,29,2062,292062,474,State Rep 123,Ingmundson,G,N,0
Bexar,29,2064,292064,476,State Rep 123,Ingmundson,G,N,0
Bexar,29,2067,292067,480,State Rep 123,Ingmundson,G,N,0
Bexar,29,2070,292070,483,State Rep 123,Ingmundson,G,N,1
Bexar,29,2073,292073,486,State Rep 123,Ingmundson,G,N,0
Bexar,29,2080,292080,493,State Rep 123,Ingmundson,G,N,1
Bexar,29,2082,292082,495,State Rep 123,Ingmundson,G,N,1
Bexar,29,2085,292085,498,State Rep 123,Ingmundson,G,N,3
Bexar,29,2092,292092,505,State Rep 123,Ingmundson,G,N,0
Bexar,29,2094,292094,507,State Rep 123,Ingmundson,G,N,2
Bexar,29,2100,292100,513,State Rep 123,Ingmundson,G,N,1
Bexar,29,2104,292104,517,State Rep 123,Ingmundson,G,N,0
Bexar,29,2109,292109,522,State Rep 123,Ingmundson,G,N,0
Bexar,29,2114,292114,527,State Rep 123,Ingmundson,G,N,1
Bexar,29,2116,292116,529,State Rep 123,Ingmundson,G,N,0
Bexar,29,2117,292117,530,State Rep 123,Ingmundson,G,N,1
Bexar,29,2121,292121,534,State Rep 123,Ingmundson,G,N,0
Bexar,29,2129,292129,542,State Rep 123,Ingmundson,G,N,0
Bexar,29,2131,292131,544,State Rep 123,Ingmundson,G,N,0
Bexar,29,2132,292132,545,State Rep 123,Ingmundson,G,N,0
Bexar,29,2135,292135,548,State Rep 123,Ingmundson,G,N,0
Bexar,29,2137,292137,550,State Rep 123,Ingmundson,G,N,0
Bexar,29,2138,292138,551,State Rep 123,Ingmundson,G,N,0
Bexar,29,2144,292144,557,State Rep 123,Ingmundson,G,N,2
Bexar,29,2146,292146,559,State Rep 123,Ingmundson,G,N,0
Bexar,29,2150,292150,563,State Rep 123,Ingmundson,G,N,0
Bexar,29,2152,292152,565,State Rep 123,Ingmundson,G,N,1
Bexar,29,2155,292155,568,State Rep 123,Ingmundson,G,N,0
Bexar,29,3006,293006,610,State Rep 123,Ingmundson,G,N,4
Bexar,29,3011,293011,615,State Rep 123,Ingmundson,G,N,1
Bexar,29,3013,293013,617,State Rep 123,Ingmundson,G,N,2
Bexar,29,3014,293014,618,State Rep 123,Ingmundson,G,N,0
Bexar,29,3015,293015,619,State Rep 123,Ingmundson,G,N,4
Bexar,29,3024,293024,628,State Rep 123,Ingmundson,G,N,0
Bexar,29,3031,293031,635,State Rep 123,Ingmundson,G,N,0
Bexar,29,3038,293038,642,State Rep 123,Ingmundson,G,N,1
Bexar,29,3041,293041,645,State Rep 123,Ingmundson,G,N,0
Bexar,29,3054,293054,658,State Rep 123,Ingmundson,G,N,0
Bexar,29,3064,293064,668,State Rep 123,Ingmundson,G,N,0
Bexar,29,3066,293066,670,State Rep 123,Ingmundson,G,N,0
Bexar,29,3067,293067,671,State Rep 123,Ingmundson,G,N,1
Bexar,29,3068,293068,672,State Rep 123,Ingmundson,G,N,0
Bexar,29,3069,293069,673,State Rep 123,Ingmundson,G,N,3
Bexar,29,3071,293071,675,State Rep 123,Ingmundson,G,N,5
Bexar,29,3111,293111,715,State Rep 123,Ingmundson,G,N,0
Bexar,29,3113,293113,717,State Rep 123,Ingmundson,G,N,0
Bexar,29,3132,293132,736,State Rep 123,Ingmundson,G,N,0
Bexar,29,3133,293133,737,State Rep 123,Ingmundson,G,N,0
Bexar,29,3140,293140,746,State Rep 123,Ingmundson,G,N,0
Bexar,29,3147,293147,753,State Rep 123,Ingmundson,G,N,0
Bexar,29,3161,293161,767,State Rep 123,Ingmundson,G,N,0
Bexar,29,3166,293166,772,State Rep 123,Ingmundson,G,N,1
Bexar,29,3167,293167,773,State Rep 123,Ingmundson,G,N,0
Bexar,29,3171,293171,777,State Rep 123,Ingmundson,G,N,0
Bexar,29,3175,293175,781,State Rep 123,Ingmundson,G,N,0
Bexar,29,3182,293182,788,State Rep 123,Ingmundson,G,N,0
Bexar,29,3204,293204,810,State Rep 123,Ingmundson,G,N,0
Bexar,29,4001,294001,812,State Rep 123,Ingmundson,G,N,0
Bexar,29,4002,294002,813,State Rep 123,Ingmundson,G,N,0
Bexar,29,4006,294006,817,State Rep 123,Ingmundson,G,N,0
Bexar,29,4007,294007,818,State Rep 123,Ingmundson,G,N,0
Bexar,29,4014,294014,825,State Rep 123,Ingmundson,G,N,0
Bexar,29,4015,294015,826,State Rep 123,Ingmundson,G,N,1
Bexar,29,4017,294017,828,State Rep 123,Ingmundson,G,N,3
Bexar,29,4018,294018,829,State Rep 123,Ingmundson,G,N,2
Bexar,29,4075,294075,886,State Rep 123,Ingmundson,G,N,1
Bexar,29,4128,294128,939,State Rep 123,Ingmundson,G,N,0
Bexar,29,4155,294155,966,State Rep 123,Ingmundson,G,N,9
Bexar,29,4157,294157,968,State Rep 123,Ingmundson,G,N,0
Bexar,29,4211,294211,1022,State Rep 123,Ingmundson,G,N,0
Bexar,29,4217,294217,1028,State Rep 123,Ingmundson,G,N,0
Bexar,29,4228,294228,1039,State Rep 123,Ingmundson,G,N,0
Bexar,29,1001,291001,251,State Rep 123,Martinez,D,N,11
Bexar,29,1003,291003,253,State Rep 123,Martinez,D,N,12
Bexar,29,1008,291008,258,State Rep 123,Martinez,D,N,11
Bexar,29,1010,291010,260,State Rep 123,Martinez,D,N,2
Bexar,29,1098,291098,348,State Rep 123,Martinez,D,N,10
Bexar,29,1126,291126,377,State Rep 123,Martinez,D,N,0
Bexar,29,2001,292001,413,State Rep 123,Martinez,D,N,20
Bexar,29,2002,292002,414,State Rep 123,Martinez,D,N,12
Bexar,29,2010,292010,422,State Rep 123,Martinez,D,N,6
Bexar,29,2018,292018,430,State Rep 123,Martinez,D,N,32
Bexar,29,2031,292031,443,State Rep 123,Martinez,D,N,21
Bexar,29,2033,292033,445,State Rep 123,Martinez,D,N,5
Bexar,29,2034,292034,446,State Rep 123,Martinez,D,N,3
Bexar,29,2035,292035,447,State Rep 123,Martinez,D,N,11
Bexar,29,2036,292036,448,State Rep 123,Martinez,D,N,11
Bexar,29,2038,292038,450,State Rep 123,Martinez,D,N,13
Bexar,29,2039,292039,451,State Rep 123,Martinez,D,N,12
Bexar,29,2051,292051,463,State Rep 123,Martinez,D,N,5
Bexar,29,2052,292052,464,State Rep 123,Martinez,D,N,2
Bexar,29,2053,292053,465,State Rep 123,Martinez,D,N,6
Bexar,29,2054,292054,466,State Rep 123,Martinez,D,N,19
Bexar,29,2055,292055,467,State Rep 123,Martinez,D,N,2
Bexar,29,2056,292056,468,State Rep 123,Martinez,D,N,12
